2023 Lower Weather Meterological Hourly Data (Summary),,
,,
Reference Dataset with the following format:,,
,"[Year of data collection] Meteorological data from Dry Creek Experimental Watershed. Watershed Process Research Group, Boise State University",
3/20/2023 22:00,307.9,-0.542
3/20/2023 22:15,308.3,-0.604
3/20/2023 22:30,308.8,-0.604
3/20/2023 22:45,309,-0.563
3/20/2023 23:00,309.5,-0.502
3/20/2023 23:15,309.7,-0.502
3/20/2023 23:30,310.2,-0.493
3/20/2023 23:45,310.4,-0.502
3/21/2023 0:00,310.8,-0.502
3/21/2023 0:15,310.9,-0.472
3/21/2023 0:30,311.4,-0.461
3/21/2023 0:45,311.6,-0.432
3/21/2023 1:00,312.1,-0.422
3/21/2023 1:15,312.2,-0.401
3/21/2023 1:30,312.7,-0.401
3/21/2023 1:45,312.8,-0.38
3/21/2023 2:00,313.1,-0.401
3/21/2023 2:15,313.1,-0.3
3/21/2023 2:30,313.5,-0.3
3/21/2023 2:45,313.6,-0.3
3/21/2023 3:00,313.8,-0.3
3/21/2023 3:15,313.9,-0.178
3/21/2023 3:30,313.9,-0.067
3/21/2023 3:45,313.9,-0.026
3/21/2023 4:00,314.1,0.104
3/21/2023 4:15,314.1,0.195
3/21/2023 4:30,314.2,0.266
3/21/2023 4:45,314.3,0.205
3/21/2023 5:00,314.3,0.185
3/21/2023 5:15,314.3,0.307
3/21/2023 5:30,314.3,0.368
3/21/2023 5:45,314.4,0.216
3/21/2023 6:00,314.4,0.934
3/21/2023 6:15,314.3,1.176
3/21/2023 6:30,314.4,1.268
3/21/2023 6:45,314.3,1.43
3/21/2023 7:00,314.4,1.298
3/21/2023 7:15,314.3,1.439
3/21/2023 7:30,314.3,1.622
3/21/2023 7:45,314.4,1.288
3/21/2023 8:00,314.4,1.51
3/21/2023 8:15,314.4,2.39
3/21/2023 8:30,314.3,1.935
3/21/2023 8:45,314.3,2.552
3/21/2023 9:00,314.2,2.39
3/21/2023 9:15,314.3,3.017
3/21/2023 9:30,314.3,3.825
3/21/2023 9:45,314.3,2.986
3/21/2023 10:00,314.3,4.633
3/21/2023 10:15,314.2,3.512
3/21/2023 10:30,314.2,5.421
3/21/2023 10:45,314.2,3.927
3/21/2023 11:00,314.1,4.028
3/21/2023 11:15,314.2,5.078
3/21/2023 11:30,314.2,4.734
3/21/2023 11:45,314.1,4.189
3/21/2023 12:00,314.1,6.673
3/21/2023 12:15,314,5.421
3/21/2023 12:30,314.2,6.32
3/21/2023 12:45,314,5.805
3/21/2023 13:00,314,5.552
3/21/2023 13:15,314,5.814
3/21/2023 13:30,314,5.552
3/21/2023 13:45,313.9,5.148
3/21/2023 14:00,313.9,5.27
3/21/2023 14:15,313.9,5.512
3/21/2023 14:30,314,5.442
3/21/2023 14:45,314,5.966
3/21/2023 15:00,314.1,6.189
3/21/2023 15:15,314.1,6.269
3/21/2023 15:30,314,7.178
3/21/2023 15:45,314,8.27
3/21/2023 16:00,313.9,7.419
3/21/2023 16:15,313.9,7.036
3/21/2023 16:30,313.8,6.895
3/21/2023 16:45,313.9,6.31
3/21/2023 17:00,313.7,6.602
3/21/2023 17:15,313.9,7.036
3/21/2023 17:30,313.8,6.552
3/21/2023 17:45,313.7,6.158
3/21/2023 18:00,313.9,6.028
3/21/2023 18:15,313.9,5.966
3/21/2023 18:30,314,5.502
3/21/2023 18:45,313.8,4.927
3/21/2023 19:00,313.8,4.432
3/21/2023 19:15,313.8,3.946
3/21/2023 19:30,313.9,4.228
3/21/2023 19:45,313.8,4.492
3/21/2023 20:00,313.9,4.766
3/21/2023 20:15,314,4.835
3/21/2023 20:30,314,4.432
3/21/2023 20:45,314,4.228
3/21/2023 21:00,314,4.674
3/21/2023 21:15,314,4.452
3/21/2023 21:30,314.1,4.128
3/21/2023 21:45,314,3.917
3/21/2023 22:00,314,3.866
3/21/2023 22:15,314,4.228
3/21/2023 22:30,314,4.482
3/21/2023 22:45,314,4.754
3/21/2023 23:00,314,4.138
3/21/2023 23:15,314,4.149
3/21/2023 23:30,314,3.542
3/21/2023 23:45,314,3.714
3/22/2023 0:00,314,3.542
3/22/2023 0:15,314,2.46
3/22/2023 0:30,314,2.148
3/22/2023 0:45,314,2.046
3/22/2023 1:00,314,1.632
3/22/2023 1:15,314,1.258
3/22/2023 1:30,314.1,0.772
3/22/2023 1:45,314.1,1.196
3/22/2023 2:00,314.1,0.884
3/22/2023 2:15,314.1,0.388
3/22/2023 2:30,314.1,-0.26
3/22/2023 2:45,314,-0.098
3/22/2023 3:00,314.2,-0.38
3/22/2023 3:15,314.1,-0.786
3/22/2023 3:30,314.1,-0.665
3/22/2023 3:45,314.2,-0.816
3/22/2023 4:00,314.2,-0.907
3/22/2023 4:15,314.2,-1.11
3/22/2023 4:30,314.1,-0.907
3/22/2023 4:45,314.2,-0.968
3/22/2023 5:00,314.2,-1.616
3/22/2023 5:15,314.2,-1.434
3/22/2023 5:30,314.2,-1.869
3/22/2023 5:45,314.1,-1.707
3/22/2023 6:00,314.2,-1.312
3/22/2023 6:15,314.3,-0.766
3/22/2023 6:30,314.2,-0.604
3/22/2023 6:45,314.3,-0.704
3/22/2023 7:00,314.3,-0.968
3/22/2023 7:15,314.3,-0.806
3/22/2023 7:30,314.2,-0.746
3/22/2023 7:45,314.2,-0.493
3/22/2023 8:00,314.3,-0.057
3/22/2023 8:15,314.2,0.651
3/22/2023 8:30,314.3,0.631
3/22/2023 8:45,314.4,0.813
3/22/2023 9:00,314.1,1.954
3/22/2023 9:15,314.2,2.754
3/22/2023 9:30,314.2,3.26
3/22/2023 9:45,314.3,3.784
3/22/2023 10:00,314.2,3.917
3/22/2023 10:15,314.2,3.936
3/22/2023 10:30,314.2,4.674
3/22/2023 10:45,313.9,5.421
3/22/2023 11:00,314.1,5.744
3/22/2023 11:15,314.1,5.926
3/22/2023 11:30,314.1,5.604
3/22/2023 11:45,314.2,6.209
3/22/2023 12:00,313.8,6.521
3/22/2023 12:15,313.9,6.29
3/22/2023 12:30,314,6.28
3/22/2023 12:45,314.1,6.824
3/22/2023 13:00,314,7.268
3/22/2023 13:15,313.9,7.642
3/22/2023 13:30,313.6,7.218
3/22/2023 13:45,313.8,7.955
3/22/2023 14:00,313.7,7.359
3/22/2023 14:15,313.8,7.218
3/22/2023 14:30,313.8,6.733
3/22/2023 14:45,313.9,7.359
3/22/2023 15:00,313.8,7.38
3/22/2023 15:15,313.8,8.01
3/22/2023 15:30,313.8,8.77
3/22/2023 15:45,313.9,7.924
3/22/2023 16:00,313.8,8.5
3/22/2023 16:15,313.8,7.804
3/22/2023 16:30,313.8,7.944
3/22/2023 16:45,313.8,7.43
3/22/2023 17:00,313.7,8.06
3/22/2023 17:15,313.9,8.09
3/22/2023 17:30,313.8,7.804
3/22/2023 17:45,313.8,7.39
3/22/2023 18:00,313.7,7.016
3/22/2023 18:15,313.7,6.29
3/22/2023 18:30,313.7,6.3
3/22/2023 18:45,313.8,6.3
3/22/2023 19:00,313.8,5.805
3/22/2023 19:15,313.8,5.209
3/22/2023 19:30,313.8,4.714
3/22/2023 19:45,313.9,4.462
3/22/2023 20:00,313.9,4.614
3/22/2023 20:15,314,4.472
3/22/2023 20:30,314,4.018
3/22/2023 20:45,314,3.946
3/22/2023 21:00,314,3.846
3/22/2023 21:15,314,3.28
3/22/2023 21:30,314,2.896
3/22/2023 21:45,314,2.35
3/22/2023 22:00,313.9,2.39
3/22/2023 22:15,314,2.592
3/22/2023 22:30,314,2.713
3/22/2023 22:45,313.9,2.916
3/22/2023 23:00,314,2.33
3/22/2023 23:15,314,2.288
3/22/2023 23:30,314,2.541
3/22/2023 23:45,314,2.916
3/23/2023 0:00,314,2.401
3/23/2023 0:15,314,2.39
3/23/2023 0:30,314.1,2.116
3/23/2023 0:45,314,2.168
3/23/2023 1:00,314,1.945
3/23/2023 1:15,314.1,2.35
3/23/2023 1:30,314.1,2.46
3/23/2023 1:45,314.1,2.794
3/23/2023 2:00,314.1,3.017
3/23/2023 2:15,314.1,3.442
3/23/2023 2:30,314.1,3.36
3/23/2023 2:45,314.1,3.38
3/23/2023 3:00,314.1,3.603
3/23/2023 3:15,314.1,3.603
3/23/2023 3:30,314.1,4.128
3/23/2023 3:45,314.1,3.674
3/23/2023 4:00,314,3.664
3/23/2023 4:15,314.1,2.794
3/23/2023 4:30,314.1,2.683
3/23/2023 4:45,314,2.693
3/23/2023 5:00,314.1,2.633
3/23/2023 5:15,314,2.249
3/23/2023 5:30,314.1,2.288
3/23/2023 5:45,314.1,2.278
3/23/2023 6:00,314.1,2.612
3/23/2023 6:15,314.1,2.654
3/23/2023 6:30,314.1,2.622
3/23/2023 6:45,314,2.592
3/23/2023 7:00,314,3.684
3/23/2023 7:15,314.1,3.816
3/23/2023 7:30,314.2,3.542
3/23/2023 7:45,314.2,2.936
3/23/2023 8:00,314.2,2.976
3/23/2023 8:15,314.3,3.118
3/23/2023 8:30,314.2,3.401
3/23/2023 8:45,314.2,3.584
3/23/2023 9:00,314.2,3.794
3/23/2023 9:15,314.3,4.31
3/23/2023 9:30,314.3,4.814
3/23/2023 9:45,314.3,4.078
3/23/2023 10:00,314.4,3.27
3/23/2023 10:15,314.7,2.309
3/23/2023 10:30,315,2.532
3/23/2023 10:45,315.2,2.43
3/23/2023 11:00,315.3,2.268
3/23/2023 11:15,315.4,2.633
3/23/2023 11:30,316.2,2.38
3/23/2023 11:45,316.3,2.602
3/23/2023 12:00,316.4,3.784
3/23/2023 12:15,316.4,4.138
3/23/2023 12:30,316.5,4.532
3/23/2023 12:45,316.5,4.694
3/23/2023 13:00,316.4,5.604
3/23/2023 13:15,316.5,6.047
3/23/2023 13:30,316.4,6.704
3/23/2023 13:45,316.4,5.886
3/23/2023 14:00,316.3,5.34
3/23/2023 14:15,316.3,5.866
3/23/2023 14:30,316.2,6.542
3/23/2023 14:45,316.3,6.452
3/23/2023 15:00,316.3,7.016
3/23/2023 15:15,316.3,6.3
3/23/2023 15:30,316.2,6.724
3/23/2023 15:45,316.3,6.714
3/23/2023 16:00,316.2,6.572
3/23/2023 16:15,316.2,6.724
3/23/2023 16:30,316.1,7.056
3/23/2023 16:45,316.1,6.714
3/23/2023 17:00,316.1,7.056
3/23/2023 17:15,316.1,6.875
3/23/2023 17:30,316.2,6.986
3/23/2023 17:45,316.1,7.157
3/23/2023 18:00,316,7.47
3/23/2023 18:15,316.1,6.753
3/23/2023 18:30,316.1,6.178
3/23/2023 18:45,316.2,5.866
3/23/2023 19:00,316.2,5.643
3/23/2023 19:15,316.2,5.138
3/23/2023 19:30,316.2,4.594
3/23/2023 19:45,316.2,4.149
3/23/2023 20:00,316.6,2.138
3/23/2023 20:15,316.7,2.148
3/23/2023 20:30,316.8,2.37
3/23/2023 20:45,316.8,2.39
3/23/2023 21:00,316.7,2.128
3/23/2023 21:15,316.8,1.51
3/23/2023 21:30,316.8,1.449
3/23/2023 21:45,316.9,1.258
3/23/2023 22:00,316.9,1.46
3/23/2023 22:15,316.9,1.318
3/23/2023 22:30,316.9,0.55
3/23/2023 22:45,316.9,1.066
3/23/2023 23:00,317,1.156
3/23/2023 23:15,317,0.934
3/23/2023 23:30,317,0.852
3/23/2023 23:45,317,1.096
3/24/2023 0:00,317.9,-1.292
3/24/2023 0:15,318.5,-1.758
3/24/2023 0:30,319.1,-1.889
3/24/2023 0:45,319.7,-2.021
3/24/2023 1:00,319.7,-1.898
3/24/2023 1:15,319.9,-1.778
3/24/2023 1:30,320.2,-1.818
3/24/2023 1:45,320.6,-2.051
3/24/2023 2:00,320.8,-2.223
3/24/2023 2:15,320.9,-2.345
3/24/2023 2:30,321,-2.356
3/24/2023 2:45,320.9,-2.366
3/24/2023 3:00,321,-2.366
3/24/2023 3:15,321,-2.304
3/24/2023 3:30,321,-2.204
3/24/2023 3:45,321.1,-2.507
3/24/2023 4:00,321.1,-2.426
3/24/2023 4:15,320.9,-2.71
3/24/2023 4:30,321.2,-2.73
3/24/2023 4:45,321.2,-2.71
3/24/2023 5:00,321.2,-2.771
3/24/2023 5:15,321.2,-2.932
3/24/2023 5:30,321.2,-3.014
3/24/2023 5:45,321.2,-3.155
3/24/2023 6:00,321.2,-3.48
3/24/2023 6:15,321.1,-3.652
3/24/2023 6:30,321.2,-3.733
3/24/2023 6:45,321.2,-4.006
3/24/2023 7:00,321.2,-3.986
3/24/2023 7:15,321.2,-4.058
3/24/2023 7:30,321.2,-4.23
3/24/2023 7:45,321.2,-4.392
3/24/2023 8:00,321.2,-4.392
3/24/2023 8:15,321.2,-4.473
3/24/2023 8:30,321.3,-4.311
3/24/2023 8:45,321.3,-3.642
3/24/2023 9:00,321.3,-3.642
3/24/2023 9:15,321.2,-3.116
3/24/2023 9:30,321.3,-3.074
3/24/2023 9:45,321.3,-2.892
3/24/2023 10:00,321.3,-2.528
3/24/2023 10:15,321.1,-2.304
3/24/2023 10:30,321.2,-1.778
3/24/2023 10:45,321.2,-1.768
3/24/2023 11:00,321.1,-1.454
3/24/2023 11:15,321.1,-0.816
3/24/2023 11:30,321.1,-1.232
3/24/2023 11:45,321.1,-1.15
3/24/2023 12:00,321.1,-0.886
3/24/2023 12:15,321.1,-0.948
3/24/2023 12:30,321.3,-0.948
3/24/2023 12:45,321,-0.198
3/24/2023 13:00,321.1,-0.714
3/24/2023 13:15,321.1,-0.493
3/24/2023 13:30,321.1,-0.118
3/24/2023 13:45,321.1,-0.138
3/24/2023 14:00,321.2,0.54
3/24/2023 14:15,321.1,0.044
3/24/2023 14:30,321,1.744
3/24/2023 14:45,321,1.783
3/24/2023 15:00,320.8,0.994
3/24/2023 15:15,320.8,1.137
3/24/2023 15:30,321,1.014
3/24/2023 15:45,321,0.852
3/24/2023 16:00,321,1.338
3/24/2023 16:15,321,1.439
3/24/2023 16:30,321,1.46
3/24/2023 16:45,320.8,1.46
3/24/2023 17:00,321.1,1.298
3/24/2023 17:15,321,0.894
3/24/2023 17:30,320.9,0.651
3/24/2023 17:45,321,0.934
3/24/2023 18:00,321,0.57
3/24/2023 18:15,321,0.388
3/24/2023 18:30,321,0.205
3/24/2023 18:45,321.1,0.074
3/24/2023 19:00,321,-0.219
3/24/2023 19:15,321.2,-0.36
3/24/2023 19:30,321.1,-0.644
3/24/2023 19:45,321.1,-0.624
3/24/2023 20:00,321.2,-0.826
3/24/2023 20:15,321.1,-1.232
3/24/2023 20:30,321.1,-1.09
3/24/2023 20:45,321.1,-1.21
3/24/2023 21:00,321.3,-1.636
3/24/2023 21:15,321.1,-1.838
3/24/2023 21:30,321.2,-1.838
3/24/2023 21:45,321.2,-2
3/24/2023 22:00,321.2,-2.386
3/24/2023 22:15,321.2,-2.264
3/24/2023 22:30,321.2,-2.416
3/24/2023 22:45,321.2,-2.456
3/24/2023 23:00,321.2,-3.004
3/24/2023 23:15,321.1,-3.915
3/24/2023 23:30,321.2,-4.077
3/24/2023 23:45,321.2,-3.814
3/25/2023 0:00,321.2,-4.199
3/25/2023 0:15,321.3,-5.061
3/25/2023 0:30,321.3,-4.716
3/25/2023 0:45,321.3,-4.392
3/25/2023 1:00,321.4,-4.33
3/25/2023 1:15,321.3,-3.946
3/25/2023 1:30,321.4,-3.764
3/25/2023 1:45,321.4,-3.024
3/25/2023 2:00,321.3,-3.216
3/25/2023 2:15,321.3,-3.48
3/25/2023 2:30,321.2,-3.116
3/25/2023 2:45,321.2,-3.338
3/25/2023 3:00,321.2,-3.601
3/25/2023 3:15,321.3,-3.723
3/25/2023 3:30,321.3,-3.723
3/25/2023 3:45,321.4,-3.56
3/25/2023 4:00,321.3,-3.398
3/25/2023 4:15,321.4,-3.388
3/25/2023 4:30,321.3,-3.368
3/25/2023 4:45,321.3,-3.338
3/25/2023 5:00,321.3,-3.338
3/25/2023 5:15,321.3,-3.46
3/25/2023 5:30,321.3,-3.48
3/25/2023 5:45,321.3,-3.56
3/25/2023 6:00,321.3,-3.499
3/25/2023 6:15,321.3,-3.844
3/25/2023 6:30,321.3,-3.986
3/25/2023 6:45,321.3,-4.178
3/25/2023 7:00,321.3,-4.038
3/25/2023 7:15,321.3,-3.601
3/25/2023 7:30,321.4,-3.439
3/25/2023 7:45,321.2,-3.703
3/25/2023 8:00,321.3,-4.058
3/25/2023 8:15,321.5,-4.068
3/25/2023 8:30,321.5,-4.25
3/25/2023 8:45,321.6,-4.442
3/25/2023 9:00,321.6,-4.291
3/25/2023 9:15,321.6,-3.834
3/25/2023 9:30,321.6,-4.068
3/25/2023 9:45,321.6,-2.912
3/25/2023 10:00,321.6,-2.122
3/25/2023 10:15,321.6,-2.568
3/25/2023 10:30,321.6,-2.618
3/25/2023 10:45,321.5,-2.264
3/25/2023 11:00,321.5,-2.618
3/25/2023 11:15,321.4,-1.505
3/25/2023 11:30,321.4,-1.413
3/25/2023 11:45,321.5,-1.21
3/25/2023 12:00,321.4,-2.041
3/25/2023 12:15,321.4,-1.98
3/25/2023 12:30,321.4,0.832
3/25/2023 12:45,321.4,-2.609
3/25/2023 13:00,321.2,-0.401
3/25/2023 13:15,321.1,-0.088
3/25/2023 13:30,321.7,0.975
3/25/2023 13:45,321.4,1.702
3/25/2023 14:00,321.3,1.288
3/25/2023 14:15,321.3,-0.866
3/25/2023 14:30,321.4,-1.018
3/25/2023 14:45,321.4,-0.159
3/25/2023 15:00,321.6,0.651
3/25/2023 15:15,321.4,-0.482
3/25/2023 15:30,321.5,0.732
3/25/2023 15:45,321.2,0.732
3/25/2023 16:00,321.4,0.61
3/25/2023 16:15,321.4,0.904
3/25/2023 16:30,321.4,0.358
3/25/2023 16:45,321.4,0.104
3/25/2023 17:00,321.4,-0.118
3/25/2023 17:15,321.3,-0.3
3/25/2023 17:30,321.4,-0.118
3/25/2023 17:45,321.4,-0.442
3/25/2023 18:00,321.4,-0.584
3/25/2023 18:15,321.4,-0.746
3/25/2023 18:30,321.4,-0.928
3/25/2023 18:45,321.4,-1.292
3/25/2023 19:00,321.4,-1.363
3/25/2023 19:15,321.4,-1.646
3/25/2023 19:30,321.5,-2.061
3/25/2023 19:45,321.5,-2.395
3/25/2023 20:00,321.5,-2.992
3/25/2023 20:15,321.5,-2.982
3/25/2023 20:30,321.5,-2.992
3/25/2023 20:45,321.6,-3.378
3/25/2023 21:00,321.5,-3.672
3/25/2023 21:15,321.6,-3.956
3/25/2023 21:30,321.5,-4.291
3/25/2023 21:45,321.6,-4.371
3/25/2023 22:00,321.7,-4.656
3/25/2023 22:15,321.6,-4.675
3/25/2023 22:30,321.7,-4.838
3/25/2023 22:45,321.6,-4.98
3/25/2023 23:00,321.7,-4.99
3/25/2023 23:15,321.7,-4.878
3/25/2023 23:30,321.7,-5.101
3/25/2023 23:45,321.7,-4.97
3/26/2023 0:00,321.7,-5.426
3/26/2023 0:15,321.7,-5.812
3/26/2023 0:30,321.7,-5.72
3/26/2023 0:45,321.7,-6.115
3/26/2023 1:00,321.7,-5.892
3/26/2023 1:15,321.7,-5.812
3/26/2023 1:30,321.7,-5.73
3/26/2023 1:45,321.6,-5.75
3/26/2023 2:00,321.7,-5.952
3/26/2023 2:15,321.7,-5.872
3/26/2023 2:30,321.7,-5.952
3/26/2023 2:45,321.7,-6.044
3/26/2023 3:00,321.7,-6.287
3/26/2023 3:15,321.6,-6.358
3/26/2023 3:30,321.7,-6.348
3/26/2023 3:45,321.7,-6.399
3/26/2023 4:00,321.7,-6.066
3/26/2023 4:15,321.7,-6.42
3/26/2023 4:30,321.8,-6.358
3/26/2023 4:45,321.7,-6.166
3/26/2023 5:00,321.8,-6.278
3/26/2023 5:15,321.7,-6.643
3/26/2023 5:30,321.8,-6.258
3/26/2023 5:45,321.7,-5.932
3/26/2023 6:00,321.7,-6.217
3/26/2023 6:15,321.8,-6.358
3/26/2023 6:30,321.8,-6.704
3/26/2023 6:45,321.7,-6.298
3/26/2023 7:00,321.8,-5.973
3/26/2023 7:15,321.8,-6.014
3/26/2023 7:30,321.7,-4.98
3/26/2023 7:45,321.8,-5.061
3/26/2023 8:00,321.7,-3.804
3/26/2023 8:15,321.7,-3.094
3/26/2023 8:30,321.7,-3.014
3/26/2023 8:45,321.7,-3.804
3/26/2023 9:00,321.7,-3.682
3/26/2023 9:15,321.7,-3.925
3/26/2023 9:30,321.7,-4.148
3/26/2023 9:45,321.7,-3.925
3/26/2023 10:00,321.7,-3.308
3/26/2023 10:15,321.8,-2.932
3/26/2023 10:30,321.8,-2.426
3/26/2023 10:45,321.7,-2.386
3/26/2023 11:00,321.7,-2.031
3/26/2023 11:15,321.7,-1.778
3/26/2023 11:30,321.7,-1.181
3/26/2023 11:45,321.6,-0.633
3/26/2023 12:00,321.6,-0.188
3/26/2023 12:15,321.6,0.126
3/26/2023 12:30,321.6,0.145
3/26/2023 12:45,321.7,0.094
3/26/2023 13:00,321.5,-0.016
3/26/2023 13:15,321.4,0.114
3/26/2023 13:30,321.5,0.246
3/26/2023 13:45,321.5,0.954
3/26/2023 14:00,321.4,0.994
3/26/2023 14:15,321.2,0.782
3/26/2023 14:30,321.5,0.914
3/26/2023 14:45,321.4,1.217
3/26/2023 15:00,321.5,1.248
3/26/2023 15:15,321.4,1.076
3/26/2023 15:30,321.7,0.884
3/26/2023 15:45,321.3,1.056
3/26/2023 16:00,321.5,0.408
3/26/2023 16:15,321.5,1.258
3/26/2023 16:30,321.5,0.58
3/26/2023 16:45,321.6,0.792
3/26/2023 17:00,321.4,0.772
3/26/2023 17:15,321.4,1.116
3/26/2023 17:30,321.5,-0.067
3/26/2023 17:45,321.4,0.6
3/26/2023 18:00,321.5,0.489
3/26/2023 18:15,321.5,1.258
3/26/2023 18:30,321.5,1.014
3/26/2023 18:45,321.6,0.742
3/26/2023 19:00,321.5,0.631
3/26/2023 19:15,321.5,0.438
3/26/2023 19:30,321.6,-0.016
3/26/2023 19:45,321.5,-0.36
3/26/2023 20:00,321.6,-0.886
3/26/2023 20:15,321.6,-0.563
3/26/2023 20:30,321.7,-0.32
3/26/2023 20:45,321.7,-0.208
3/26/2023 21:00,321.5,-0.108
3/26/2023 21:15,321.6,-0.138
3/26/2023 21:30,321.6,-0.24
3/26/2023 21:45,321.6,-0.016
3/26/2023 22:00,321.7,-0.057
3/26/2023 22:15,321.6,-0.584
3/26/2023 22:30,321.6,-0.988
3/26/2023 22:45,321.7,-0.846
3/26/2023 23:00,321.6,-0.563
3/26/2023 23:15,321.6,-0.837
3/26/2023 23:30,321.7,-0.594
3/26/2023 23:45,321.6,-0.786
3/27/2023 0:00,321.6,-0.988
3/27/2023 0:15,321.5,-0.442
3/27/2023 0:30,321.6,-1.656
3/27/2023 0:45,321.6,-1.181
3/27/2023 1:00,321.6,-1.382
3/27/2023 1:15,321.6,-2.345
3/27/2023 1:30,321.6,-3.034
3/27/2023 1:45,321.6,-2.953
3/27/2023 2:00,321.7,-4.017
3/27/2023 2:15,321.6,-3.784
3/27/2023 2:30,321.6,-3.135
3/27/2023 2:45,321.6,-2.345
3/27/2023 3:00,321.6,-3.58
3/27/2023 3:15,321.7,-3.824
3/27/2023 3:30,321.7,-3.703
3/27/2023 3:45,321.8,-4.493
3/27/2023 4:00,321.7,-4.25
3/27/2023 4:15,321.7,-4.138
3/27/2023 4:30,321.7,-3.804
3/27/2023 4:45,321.7,-4.392
3/27/2023 5:00,321.7,-4.656
3/27/2023 5:15,321.8,-5.182
3/27/2023 5:30,321.7,-5.061
3/27/2023 5:45,321.7,-5.365
3/27/2023 6:00,321.7,-5.224
3/27/2023 6:15,321.7,-5.487
3/27/2023 6:30,321.7,-5.426
3/27/2023 6:45,321.7,-5.487
3/27/2023 7:00,321.7,-5.182
3/27/2023 7:15,321.7,-4.736
3/27/2023 7:30,321.7,-4.432
3/27/2023 7:45,321.8,-4.25
3/27/2023 8:00,321.8,-3.611
3/27/2023 8:15,321.8,-3.034
3/27/2023 8:30,321.8,-2.426
3/27/2023 8:45,321.7,-1.454
3/27/2023 9:00,321.7,0.651
3/27/2023 9:15,321.6,-0.482
3/27/2023 9:30,321.6,0.327
3/27/2023 9:45,321.6,0.813
3/27/2023 10:00,321.6,1.176
3/27/2023 10:15,321.6,1.288
3/27/2023 10:30,321.6,1.722
3/27/2023 10:45,321.5,1.896
3/27/2023 11:00,321.3,2.39
3/27/2023 11:15,321.5,2.674
3/27/2023 11:30,321.5,3.422
3/27/2023 11:45,321.5,3.046
3/27/2023 12:00,321.5,4.25
3/27/2023 12:15,321.4,3.422
3/27/2023 12:30,321.3,3.26
3/27/2023 12:45,321.3,4.118
3/27/2023 13:00,321.4,4.209
3/27/2023 13:15,321.3,2.784
3/27/2023 13:30,321.3,2.896
3/27/2023 13:45,321.5,3.058
3/27/2023 14:00,321.4,4.118
3/27/2023 14:15,321.4,3.684
3/27/2023 14:30,321.4,3.694
3/27/2023 14:45,321.3,3.927
3/27/2023 15:00,321.3,4.552
3/27/2023 15:15,321.5,5.057
3/27/2023 15:30,321,4.149
3/27/2023 15:45,321.3,4.654
3/27/2023 16:00,321.5,4.775
3/27/2023 16:15,321.3,4.27
3/27/2023 16:30,321.2,4.018
3/27/2023 16:45,321.2,4.108
3/27/2023 17:00,321.4,3.684
3/27/2023 17:15,321.1,3.694
3/27/2023 17:30,321.3,3.724
3/27/2023 17:45,321.2,3.37
3/27/2023 18:00,321.3,3.017
3/27/2023 18:15,321.3,2.734
3/27/2023 18:30,321.4,2.541
3/27/2023 18:45,321.2,2.37
3/27/2023 19:00,321.7,2.532
3/27/2023 19:15,321.4,2.228
3/27/2023 19:30,321.6,2.622
3/27/2023 19:45,321.4,2.512
3/27/2023 20:00,321.5,2.288
3/27/2023 20:15,321.5,2.158
3/27/2023 20:30,321.4,2.067
3/27/2023 20:45,321.2,2.036
3/27/2023 21:00,321.2,1.954
3/27/2023 21:15,321,2.158
3/27/2023 21:30,321.3,1.945
3/27/2023 21:45,321.2,1.986
3/27/2023 22:00,321.3,1.915
3/27/2023 22:15,321.4,2.198
3/27/2023 22:30,321.2,2.33
3/27/2023 22:45,321.3,2.35
3/27/2023 23:00,321.6,2.178
3/27/2023 23:15,321.3,2.249
3/27/2023 23:30,321.3,2.35
3/27/2023 23:45,321.3,2.39
3/28/2023 0:00,321.2,2.481
3/28/2023 0:15,321.4,2.39
3/28/2023 0:30,321.2,2.754
3/28/2023 0:45,321.8,2.674
3/28/2023 1:00,321,2.562
3/28/2023 1:15,321,2.512
3/28/2023 1:30,321,2.512
3/28/2023 1:45,321.3,2.148
3/28/2023 2:00,321.2,0.994
3/28/2023 2:15,321.4,0.368
3/28/2023 2:30,321.3,0.469
3/28/2023 2:45,321.6,0.631
3/28/2023 3:00,321.4,0.59
3/28/2023 3:15,321.4,0.732
3/28/2023 3:30,321.5,0.914
3/28/2023 3:45,321.5,0.651
3/28/2023 4:00,321.4,0.934
3/28/2023 4:15,321.4,0.975
3/28/2023 4:30,321.4,1.51
3/28/2023 4:45,321.6,1.601
3/28/2023 5:00,321.5,2.875
3/28/2023 5:15,321.5,3.804
3/28/2023 5:30,321.5,2.37
3/28/2023 5:45,321.4,2.481
3/28/2023 6:00,321.3,2.522
3/28/2023 6:15,321.4,2.39
3/28/2023 6:30,321.1,1.996
3/28/2023 6:45,321.2,1.814
3/28/2023 7:00,321.5,1.722
3/28/2023 7:15,321.5,2.067
3/28/2023 7:30,321.1,2.32
3/28/2023 7:45,321.4,2.208
3/28/2023 8:00,321.5,2.218
3/28/2023 8:15,321.4,1.622
3/28/2023 8:30,321.4,1.268
3/28/2023 8:45,321.2,1.582
3/28/2023 9:00,321.4,1.642
3/28/2023 9:15,321.4,2.128
3/28/2023 9:30,322.2,1.702
3/28/2023 9:45,321.3,1.672
3/28/2023 10:00,321.4,1.753
3/28/2023 10:15,321.5,1.906
3/28/2023 10:30,321.5,2.35
3/28/2023 10:45,321.5,2.875
